X,Y,ID,NAME,ADDRESS,CITY,STATE,TELEPHONE,TYPE,COUNTY,COUNTRY,LATITUDE,LONGITUDE,OWNER
-90.0959511,29.92603338,5470115,COMMUNITY CARE HOSPITAL,1421 GENERAL TAYLOR ST,NEW ORLEANS,LA,(504) 899-2500,PSYCHIATRIC,ORLEANS,USA,29.92603338,-90.09595111,GOVERNMENT - STATE
-92.85601726,30.49252642,2270648,ALLEN PARISH HOSPITAL,108 6TH AVE.,KINDER,LA,(337) 738-2527,GENERAL ACUTE CARE,ALLEN,USA,30.49252642,-92.85601726,GOVERNMENT - DISTRICT/AUTHORITY
-93.76165992,32.48073703,10471103,UNIVERSITY HEALTH SHREVEPORT,1541 KINGS HWY,SHREVEPORT,LA,(318) 675-6402,GENERAL ACUTE CARE,CADDO,USA,32.48073703,-93.76165992,GOVERNMENT - STATE
-89.39856894,43.13373217,3153704,MENDOTA MENTAL HLTH INSTITUTE,301 TROY DR,MADISON,WI,(608) 301-1000,PSYCHIATRIC,DANE,USA,43.13373217,-89.39856894,GOVERNMENT - STATE
-118.3969894,34.02317952,72990231,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,3828 DELMAS TERRACE,CULVER CITY,CA,NOT AVAILABLE,GENERAL ACUTE CARE,LOS ANGELES,USA,34.02317952,-118.3969894,GOVERNMENT - LOCAL
-120.962973,37.60026659,73395307,TELECARE STANISLAUS COUNTY PHF,1904 RICHLAND AVENUE,CERES,CA,NOT AVAILABLE,PSYCHIATRIC,STANISLAUS,USA,37.60026659,-120.962973,GOVERNMENT - LOCAL
-84.22729518,33.51033543,84130281,PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,(678) 604-1000,GENERAL ACUTE CARE,HENRY,USA,33.51033543,-84.22729518,GOVERNMENT - DISTRICT/AUTHORITY
-83.17787676,32.18556223,85631023,DODGE COUNTY HOSPITAL,901 GRIFFIN AVE,EASTMAN,GA,(478) 448-4067,GENERAL ACUTE CARE,DODGE,USA,32.18556223,-83.17787676,GOVERNMENT - LOCAL
-84.38673157,33.76917466,86130308,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,(404) 686-4411,GENERAL ACUTE CARE,FULTON,USA,33.76917466,-84.38673157,GOVERNMENT - STATE
-85.05795342,33.03159067,89230240,WELLSTAR WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,NOT AVAILABLE,GENERAL ACUTE CARE,TROUP,USA,33.03159067,-85.05795342,GOVERNMENT - DISTRICT/AUTHORITY
-81.60038895,31.87225696,19,WINN ARMY COMMUNITY HOSPITAL,1061 HARMON AVE,FORT STEWART,GA,NOT AVAILABLE,MILITARY,LIBERTY,USA,31.87225696,-81.60038895,GOVERNMENT - FEDERAL
-121.7631034,37.62555427,2194550,VA MEDICAL CENTER - LIVERMORE DIVISION,4951 ARROYO RD,LIVERMORE,CA,(925) 373-4700,MILITARY,ALAMEDA,USA,37.62555427,-121.7631034,GOVERNMENT - FEDERAL
-118.1190786,33.77663503,2490822,VA LONG BEACH HEALTHCARE SYSTEM,5901 E 7TH ST,LONG BEACH,CA,(562) 826-8000,MILITARY,LOS ANGELES,USA,33.77663503,-118.1190786,GOVERNMENT - FEDERAL
-82.9432264,32.53648137,2531021,CARL VINSON VA MEDICAL CENTER,1826 VETERANS BLVD,DUBLIN,GA,(478) 272-1210,MILITARY,LAURENS,USA,32.53648137,-82.9432264,GOVERNMENT - FEDERAL
-122.1157858,37.99436151,2694553,EAST BAY DIVISION - MARTINEZ OUTPATIENT CLINIC,150 MUIR RD,MARTINEZ,CA,(925) 372-2000,MILITARY,CONTRA COSTA,USA,37.99436151,-122.1157858,GOVERNMENT - FEDERAL
-121.2964588,38.57296625,2795655,VA MEDICAL CENTER - SACRAMENTO,10535 HOSPITAL WAY,MATHER,CA,(916) 843-7000,MILITARY,SACRAMENTO,USA,38.57296625,-121.2964588,GOVERNMENT - FEDERAL
-122.5049746,37.78229119,2994121,SAN FRANCISCO VA HEALTH CARE SYSTEM,4150 CLEMENT ST,SAN FRANCISCO,CA,NOT AVAILABLE,MILITARY,SAN FRANCISCO,USA,37.78229119,-122.5049746,GOVERNMENT - FEDERAL
-118.4820418,34.24438639,3391343,SEPULVEDA AMBULATORY CARE CENTER,16111 PLUMMER ST,LOS ANGELES,CA,(818) 891-7711,GENERAL ACUTE CARE,LOS ANGELES,USA,34.24438639,-118.4820418,GOVERNMENT - FEDERAL
-117.2500638,34.05025751,3492357,VA LOMA LINDA HEALTHCARE SYSTEM,11201 BENTON ST,LOMA LINDA,CA,(909) 825-7084,MILITARY,SAN BERNARDINO,USA,34.05025751,-117.2500638,GOVERNMENT - FEDERAL
-117.2324193,32.87555805,3592161,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DR,SAN DIEGO,CA,(858) 552-8585,MILITARY,SAN DIEGO,USA,32.87555805,-117.2324193,GOVERNMENT - FEDERAL
-122.3900705,37.76548003,59294158,UCSF MEDICAL CENTER AT MISSION BAY,1975 4TH STREET,SAN FRANCISCO,CA,NOT AVAILABLE,GENERAL ACUTE CARE,SAN FRANCISCO,USA,37.76548003,-122.3900705,GOVERNMENT - LOCAL
-91.54848851,41.6637023,94852246,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,(319) 338-0581,MILITARY,JOHNSON,USA,41.6637023,-91.54848851,GOVERNMENT - FEDERAL
-95.47211654,37.675277,666720,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,629 SOUTH PLUMMER,CHANUTE,KS,(620) 431-4000,CRITICAL ACCESS,NEOSHO,USA,37.675277,-95.47211654,GOVERNMENT - LOCAL
-96.49964387,38.66581715,2766846,MORRIS COUNTY HOSPITAL,600 N WASHINGTON ST,COUNCIL GROVE,KS,(620) 767-6811,CRITICAL ACCESS,MORRIS,USA,38.66581715,-96.49964387,GOVERNMENT - LOCAL
-94.85772981,37.51460366,4566743,GIRARD MEDICAL CENTER,302 NORTH HOSPITAL DRIVE,GIRARD,KS,(620) 724-8291,CRITICAL ACCESS,CRAWFORD,USA,37.51460366,-94.85772981,GOVERNMENT - DISTRICT/AUTHORITY
-96.87514381,39.89110493,4866945,HANOVER HOSPITAL,205 S HANOVER STREET,HANOVER,KS,(785) 337-2214,CRITICAL ACCESS,WASHINGTON,USA,39.89110493,-96.87514381,GOVERNMENT - DISTRICT/AUTHORITY
-98.03292624,37.28398912,5067058,HARPER HOSPITAL DISTRICT NO 5,700 WEST 13TH,HARPER,KS,(620) 896-7324,CRITICAL ACCESS,HARPER,USA,37.28398912,-98.03292624,GOVERNMENT - DISTRICT/AUTHORITY
-99.84460633,39.37212269,5367642,GRAHAM COUNTY HOSPITAL,304 WEST PROUT STREET,HILL CITY,KS,(785) 421-2121,CRITICAL ACCESS,GRAHAM,USA,39.37212269,-99.84460633,GOVERNMENT - LOCAL
-96.8508922,39.01390578,6666441,GEARY COMMUNITY HOSPITAL,1102 ST MARY'S ROAD,JUNCTION CITY,KS,(785) 210-3301,GENERAL ACUTE CARE,GEARY,USA,39.01390578,-96.8508922,GOVERNMENT - LOCAL
-98.48361721,37.01511053,7167070,KIOWA DISTRICT HOSPITAL,810 DRUMM STREET,KIOWA,KS,(620) 825-4131,GENERAL ACUTE CARE,BARBER,USA,37.01511053,-98.48361721,GOVERNMENT - DISTRICT/AUTHORITY
-97.01050833,38.34268709,8966861,ST. LUKE LIVING CENTER,535 SOUTH FREEBRON,MARION,KS,(620) 382-2177,GENERAL ACUTE CARE,MARION,USA,38.34268709,-97.01050833,GOVERNMENT - DISTRICT/AUTHORITY
-99.31702711,38.53054231,4367548,RUSH COUNTY MEMORIAL HOSPITAL,801 LOCUST ST,LA CROSSE,KS,(785) 222-2545,CRITICAL ACCESS,RUSH,USA,38.53054231,-99.31702711,GOVERNMENT - LOCAL
-98.57724417,37.28917464,9267104,MEDICINE LODGE MEMORIAL HOSPITAL,710 N WALNUT STREET,MEDICINE LODGE,KS,(620) 886-3771,CRITICAL ACCESS,BARBER,USA,37.28917464,-98.57724417,GOVERNMENT - DISTRICT/AUTHORITY
-93.68683939,34.07094622,6071958,PIKE COUNTY MEMORIAL HOSPITAL,315 EAST 13TH STREET,MURFREESBORO,AR,(870) 285-3182,GENERAL ACUTE CARE,PIKE,USA,34.07094622,-93.68683939,GOVERNMENT - LOCAL
-91.81030794,36.38290088,1172576,FULTON COUNTY HOSPITAL,679 NORTH MAIN STREET,SALEM,AR,(870) 895-2691,CRITICAL ACCESS,FULTON,USA,36.38290088,-91.81030795,GOVERNMENT - LOCAL
-85.49479091,37.24286992,3842743,JANE TODD CRAWFORD MEMORIAL HOSPITAL,202-206 MILBY STREET,GREENSBURG,KY,(270) 932-4211,CRITICAL ACCESS,GREEN,USA,37.24286992,-85.49479091,GOVERNMENT - LOCAL
-72.6824,42.3496,8301053,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,NOT AVAILABLE,MILITARY,HAMPSHIRE,USA,42.3496,-72.6824,GOVERNMENT - FEDERAL
-71.2182232,42.6070742,13201876,TEWKSBURY HOSPITAL,365 EAST STREET,TEWKSBURY,MA,(978) 851-7321,CHRONIC DISEASE,MIDDLESEX,USA,42.6070742,-71.2182232,GOVERNMENT - STATE
-86.55523265,30.46083986,44332542,96TH MEDICAL GROUP-EGLIN HOSPITAL,307 BOATNER RD,EGLIN AFB,FL,(850) 883-8600,MILITARY,OKALOOSA,USA,30.46083986,-86.55523265,GOVERNMENT - FEDERAL
-81.68410577,30.20883704,44132214,NAVAL JACKSONVILLE HOSPITAL,2080 CHILD ST,JACKSONVILLE,FL,(904) 542-4677,MILITARY,DUVAL,USA,30.20883704,-81.68410578,GOVERNMENT - FEDERAL
-92.68364371,43.05145465,93950616,FLOYD COUNTY MEMORIAL HOSPITAL,800 11TH ST,CHARLES CITY,IA,(641) 228-6830,CRITICAL ACCESS,FLOYD,USA,43.05145465,-92.68364371,GOVERNMENT - LOCAL
-93.45276476,42.01709827,7250201,STORY COUNTY HOSPITAL NORTH,640 6TH STREET,NEVADA,IA,(515) 382-2111,GENERAL ACUTE CARE,STORY,USA,42.01709827,-93.45276476,GOVERNMENT - LOCAL
-93.59411806,42.19007926,6150248,STORY CITY MEMORIAL HOSPITAL,812 ELM AVENUE,STORY CITY,IA,(515) 733-5121,GENERAL ACUTE CARE,STORY,USA,42.19007926,-93.59411806,GOVERNMENT - LOCAL
-111.6145681,42.65301071,1783276,CARIBOU MEMORIAL HOSPITAL AND LIVING CENTER,300 SOUTH THIRD WEST,SODA SPRINGS,ID,(208) 547-3341,GENERAL ACUTE CARE,CARIBOU,USA,42.65301071,-111.6145681,GOVERNMENT - LOCAL
-97.20596725,38.92535294,167410,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,(785) 263-6610,CRITICAL ACCESS,DICKINSON,USA,38.92535294,-97.20596725,GOVERNMENT - DISTRICT/AUTHORITY
-101.3491863,37.17111174,6067951,STEVENS COUNTY HOSPITAL,1006 S JACKSON,HUGOTON,KS,(620) 544-6178,CRITICAL ACCESS,STEVENS,USA,37.17111174,-101.3491863,GOVERNMENT - LOCAL
-98.14389058,39.04541184,8667455,LINCOLN COUNTY HOSPITAL,624 N SECOND,LINCOLN,KS,(785) 524-4403,CRITICAL ACCESS,LINCOLN,USA,39.04541184,-98.14389058,GOVERNMENT - LOCAL
-101.3550783,38.47534448,8367861,WICHITA COUNTY HEALTH CENTER,211 E EARL STREET,LEOTI,KS,(620) 375-2233,GENERAL ACUTE CARE,WICHITA,USA,38.47534448,-101.3550783,GOVERNMENT - LOCAL
-72.70091012,42.11036973,13501085,WESTERN MASSACHUSETTS HOSPITAL,91 EAST MOUNTAIN RD,WESTFIELD,MA,(413) 562-4131,LONG TERM CARE,HAMPDEN,USA,42.11036973,-72.70091012,GOVERNMENT - STATE
-89.91731125,35.94301993,5272315,GREAT RIVER MEDICAL CENTER,1520 NORTH DIVISION STREET,BLYTHEVILLE,AR,(870) 838-7300,GENERAL ACUTE CARE,MISSISSIPPI,USA,35.94301993,-89.91731125,GOVERNMENT - LOCAL
-94.13485202,33.66925282,4071822,LITTLE RIVER MEMORIAL HOSPITAL,451 WEST LOCKE STREET,ASHDOWN,AR,(870) 898-5011,CRITICAL ACCESS,LITTLE RIVER,USA,33.66925282,-94.13485202,GOVERNMENT - LOCAL
-92.32433467,34.7501026,60872205,ARKANSAS STATE HOSPITAL,305 SOUTH PALM STREET,LITTLE ROCK,AR,(501) 686-9000,PSYCHIATRIC,PULASKI,USA,34.7501026,-92.32433467,GOVERNMENT - STATE
-91.73120168,35.23363995,62372143,ADVANCED CARE HOSPITAL OF WHITE COUNTY,1200 SOUTH MAIN STREET,SEARCY,AR,(501) 278-3155,GENERAL ACUTE CARE,WHITE,USA,35.23363995,-91.73120168,GOVERNMENT - LOCAL
-104.7994536,38.83946663,155080909,UNIVERSITY OF COLORADO HEALTH AT MEMORIAL HOSPITAL CENTRAL,1400 E BOULDER ST,COLORADO SPRINGS,CO,(719) 365-5000,GENERAL ACUTE CARE,EL PASO,USA,38.83946663,-104.7994536,GOVERNMENT - STATE
-85.87629633,37.7099441,3042701,HARDIN MEMORIAL HOSPITAL,913 N DIXIE AVENUE,ELIZABETHTOWN,KY,(270) 706-1212,GENERAL ACUTE CARE,HARDIN,USA,37.7099441,-85.87629633,GOVERNMENT - LOCAL
-71.12525626,42.17599054,11102021,PAPPAS REHABILITATION HOSPITAL FOR CHILDREN,3 RANDOLPH STREET,CANTON,MA,(781) 828-2440,CHILDREN,NORFOLK,USA,42.17599054,-71.12525626,GOVERNMENT - STATE
-76.34572578,39.51957804,103921014,UNIVERSITY OF M D UPPER CHESAPEAKE MEDICAL CENTER,500 UPPER CHESAPEAKE DRIVE,BEL AIR,MD,(443) 643-3303,GENERAL ACUTE CARE,HARFORD,USA,39.51957804,-76.34572578,GOVERNMENT - STATE
-85.29133174,42.3434272,7749037,VA MEDICAL CENTER - BATTLE CREEK,5500 ARMSRTONG RD,BATTLE CREEK,MI,(269) 966-5600,MILITARY,CALHOUN,USA,42.3434272,-85.29133174,GOVERNMENT - FEDERAL
-84.98968855,41.93761006,3349036,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,274 E CHICAGO ST,COLDWATER,MI,NOT AVAILABLE,GENERAL ACUTE CARE,BRANCH,USA,41.93761006,-84.98968856,GOVERNMENT - LOCAL
-90.34142679,47.75648065,12555604,NORTH SHORE HEALTH,515 - 5TH AVE W,GRAND MARAIS,MN,(218) 387-3040,CRITICAL ACCESS,COOK,USA,47.75648065,-90.34142679,GOVERNMENT - DISTRICT/AUTHORITY
-95.37687924,45.87389114,2656308,DOUGLAS COUNTY HOSPITAL,111 17TH AVENUE EAST,ALEXANDRIA,MN,(320) 762-1511,GENERAL ACUTE CARE,DOUGLAS,USA,45.87389114,-95.37687924,GOVERNMENT - LOCAL
-95.11331122,43.87910241,7656101,WINDOM AREA HOSPITAL,2150 HOSPITAL DRIVE,WINDOM,MN,(507) 831-2400,CRITICAL ACCESS,COTTONWOOD,USA,43.87910241,-95.11331123,GOVERNMENT - LOCAL
-90.31398807,38.68670484,13763133,HAWTHORN CHILDREN'S PSYCHIATRIC HOSPITAL,1901 PENNSYLVANIA AVENUE,ST. LOUIS,MO,(314) 512-7800,PSYCHIATRIC,ST. LOUIS,USA,38.68670484,-90.31398807,GOVERNMENT - STATE
-92.74072307,38.94415851,4365233,COOPER COUNTY MEMORIAL HOSPITAL,17651 B. HIGHWAY,BOONVILLE,MO,(660) 882-7461,GENERAL ACUTE CARE,COOPER,USA,38.94415851,-92.74072307,GOVERNMENT - LOCAL
-92.46903807,39.74778029,8963552,MACON COUNTY SAMARITAN MEMORIAL HOSPITAL,1205 NORTH MISSOURI,MACON,MO,(660) 385-8700,CRITICAL ACCESS,MACON,USA,39.74778029,-92.46903807,GOVERNMENT - LOCAL
-91.93786546,38.84713525,3165251,FULTON STATE HOSPITAL,600 EAST 5TH,FULTON,MO,(573) 592-4100,PSYCHIATRIC,CALLAWAY,USA,38.84713525,-91.93786546,GOVERNMENT - STATE
-93.68934065,38.0517549,12064776,SAC-OSAGE HOSPITAL,700 GIESLER,OSCEOLA,MO,(417) 646-8181,GENERAL ACUTE CARE,ST. CLAIR,USA,38.0517549,-93.68934065,GOVERNMENT - DISTRICT/AUTHORITY
-93.768801,38.38967893,2764735,GOLDEN VALLEY MEMORIAL HOSPITAL,1600 NORTH SECOND STREET,CLINTON,MO,(660) 885-5511,GENERAL ACUTE CARE,HENRY,USA,38.38967893,-93.768801,GOVERNMENT - DISTRICT/AUTHORITY
-90.28355765,38.4944295,8463125,VA MEDICAL CENTER - JEFFERSON BARRACKS DIVISION,1 JEFFERSON BARRACKS DR,ST. LOUIS,MO,(314) 652-4100,MILITARY,ST. LOUIS,USA,38.4944295,-90.28355765,GOVERNMENT - FEDERAL
-88.82060544,33.47617386,7839759,OCH REGIONAL MEDICAL CENTER,400 HOSPITAL ROAD,STARKVILLE,MS,(662) 323-4320,GENERAL ACUTE CARE,OKTIBBEHA,USA,33.47617386,-88.82060544,GOVERNMENT - LOCAL
-89.687886,30.52971366,8139466,HIGHLAND COMMUNITY HOSPITAL,801 GOODYEAR BOULEVARD,PICAYUNE,MS,(601) 798-4711,GENERAL ACUTE CARE,PEARL RIVER,USA,30.52971366,-89.687886,GOVERNMENT - LOCAL
-90.88440552,31.47318095,2639653,FRANKLIN COUNTY MEMORIAL HOSPITAL,40 UNION CHURCH ROAD,MEADVILLE,MS,(601) 384-5801,CRITICAL ACCESS,FRANKLIN,USA,31.47318095,-90.88440552,GOVERNMENT - LOCAL
-88.59393837,30.92192447,2739452,GEORGE REGIONAL HOSPITAL,859 WINTER STREET,LUCEDALE,MS,(601) 947-3161,GENERAL ACUTE CARE,GEORGE,USA,30.92192447,-88.59393837,GOVERNMENT - LOCAL
-90.98471094,31.94631084,2039150,CLAIBORNE COUNTY HOSPITAL,123 MCCOMB AVENUE,PORT GIBSON,MS,(601) 437-5141,GENERAL ACUTE CARE,CLAIBORNE,USA,31.94631084,-90.98471094,GOVERNMENT - LOCAL
-89.10626096,32.75696071,7339350,NESHOBA COUNTY GENERAL HOSPITAL,1001 HOLLAND AVENUE,PHILADELPHIA,MS,(601) 663-1200,GENERAL ACUTE CARE,NESHOBA,USA,32.75696071,-89.10626096,GOVERNMENT - LOCAL
-88.63391303,31.67311763,11039367,WAYNE GENERAL HOSPITAL,950 MATTHEW DRIVE,WAYNESBORO,MS,(601) 735-5151,GENERAL ACUTE CARE,WAYNE,USA,31.67311763,-88.63391303,GOVERNMENT - LOCAL
-91.05056502,33.40348705,10938701,DELTA REGIONAL MEDICAL CENTER - WEST CAMPUS,300 SOUTH WASHINGTON AVENUE,GREENVILLE,MS,(662) 334-2169,GENERAL ACUTE CARE,WASHINGTON,USA,33.40348705,-91.05056502,GOVERNMENT - LOCAL
-89.8722649,31.59463819,3839474,JEFFERSON DAVIS COMMUNITY HOSPITAL,1102 ROSE STREET,PRENTISS,MS,(601) 792-4276,CRITICAL ACCESS,JEFFERSON DAVIS,USA,31.59463819,-89.8722649,GOVERNMENT - LOCAL
-89.81747987,33.76223436,6038901,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER - GRENADA,960 AVENT DRIVE,GRENADA,MS,(662) 227-7000,GENERAL ACUTE CARE,GRENADA,USA,33.76223436,-89.81747987,GOVERNMENT - LOCAL
-90.19915962,33.5178092,5838935,GREENWOOD LEFLORE HOSPITAL,1401 RIVER ROAD,GREENWOOD,MS,(662) 459-7000,GENERAL ACUTE CARE,LEFLORE,USA,33.5178092,-90.19915962,GOVERNMENT - LOCAL
-88.78071444,30.41413522,3539564,OCEAN SPRINGS HOSPITAL,3109 BIENVILLE BOULEVARD,OCEAN SPRINGS,MS,(228) 818-1111,GENERAL ACUTE CARE,JACKSON,USA,30.41413522,-88.78071444,GOVERNMENT - LOCAL
-91.0588784,31.08209929,12439631,FIELD MEMORIAL COMMUNITY HOSPITAL,178 HIGHWAY 24E,CENTREVILLE,MS,(601) 645-5221,CRITICAL ACCESS,WILKINSON,USA,31.08209929,-91.0588784,GOVERNMENT - LOCAL
-89.66513169,30.55006281,12539466,HIGHLAND COMMUNITY HOSPITAL,130 HIGHLANDS PARKWAY,PICAYUNE,MS,(601) 358-9400,GENERAL ACUTE CARE,PEARL RIVER,USA,30.55006281,-89.66513169,GOVERNMENT - LOCAL
-106.9112553,47.31887301,2559337,GARFIELD COUNTY HEALTH CENTER,332 LEAVITT AVENUE,JORDAN,MT,(406) 557-2500,CRITICAL ACCESS,GARFIELD,USA,47.31887301,-106.9112553,GOVERNMENT - LOCAL
-111.5160033,46.32186492,2759644,BROADWATER HEALTH CENTER,110 N OAK,TOWNSEND,MT,(406) 266-3186,CRITICAL ACCESS,BROADWATER,USA,46.32186492,-111.5160033,GOVERNMENT - LOCAL
-112.1916443,45.45186115,3759749,THE RUBY VALLEY HOSPITAL,220 E CROFOOT ST,SHERIDAN,MT,(406) 842-5454,CRITICAL ACCESS,MADISON,USA,45.45186115,-112.1916443,GOVERNMENT - DISTRICT/AUTHORITY
-80.74704794,35.30675743,4528256,CAROLINAS HEALTHCARE SYSTEM UNIVERSITY,8800 NORTH TRYON STREET,CHARLOTTE,NC,(704) 863-6000,GENERAL ACUTE CARE,MECKLENBURG,USA,35.30675743,-80.74704794,GOVERNMENT - DISTRICT/AUTHORITY
-76.75504117,34.7262095,4928557,CARTERET GENERAL HOSPITAL,3500 ARENDELL STREET,MOREHEAD CITY,NC,(252) 808-6000,GENERAL ACUTE CARE,CARTERET,USA,34.7262095,-76.75504117,GOVERNMENT - LOCAL
-78.32448767,35.0071833,9928329,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN STREET,CLINTON,NC,(910) 592-8511,GENERAL ACUTE CARE,SAMPSON,USA,35.0071833,-78.32448767,GOVERNMENT - LOCAL
-77.06594289,35.11340193,5728561,CAROLINA EAST HEALTH SYSTEM,2000 NEUSE BLVD,NEW BERN,NC,(252) 633-8640,GENERAL ACUTE CARE,CRAVEN,USA,35.11340193,-77.06594289,GOVERNMENT - DISTRICT/AUTHORITY
-80.19482266,35.3644432,10428002,CAROLINAS HEALTHCARE SYSTEM STANLY,301 YADKIN STREET,ALBEMARLE,NC,(704) 984-4347,GENERAL ACUTE CARE,STANLY,USA,35.3644432,-80.19482266,GOVERNMENT - DISTRICT/AUTHORITY
-97.59495531,40.52660052,6668361,FILLMORE COUNTY HOSPITAL,1900 F STREET,GENEVA,NE,(402) 759-3167,CRITICAL ACCESS,FILLMORE,USA,40.52660052,-97.59495531,GOVERNMENT - LOCAL
-83.58459697,38.93411952,6645679,ADAMS COUNTY REGIONAL MEDICAL CENTER,230 MEDICAL CENTER DRIVE,SEAMAN,OH,(937) 386-3400,CRITICAL ACCESS,ADAMS,USA,38.93411952,-83.58459697,GOVERNMENT - LOCAL
-81.32177614,28.58035971,29732803,ORLANDO VETERANS AFFAIRS MEDICAL CENTER,5201 RAYMOND STREET,ORLANDO,FL,(800) 922-7521,MILITARY,ORANGE,USA,28.58035971,-81.32177614,GOVERNMENT - FEDERAL
-122.6640591,45.53170667,2897232,OREGON STATE HOSPITAL  PORTLAND,1121 NE 2ND AVENUE,PORTLAND,OR,NOT AVAILABLE,GENERAL ACUTE CARE,MULTNOMAH,USA,45.53170667,-122.6640591,GOVERNMENT - STATE
-80.94126555,26.7526814,16933440,HENDRY REGIONAL MEDICAL CENTER,524 W SAGAMORE AVE,CLEWISTON,FL,(863) 983-9121,GENERAL ACUTE CARE,HENDRY,USA,26.7526814,-80.94126555,GOVERNMENT - DISTRICT/AUTHORITY
-82.53108234,27.31785078,33734239,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,SARASOTA,FL,(941) 917-9000,GENERAL ACUTE CARE,SARASOTA,USA,27.31785078,-82.53108234,GOVERNMENT - DISTRICT/AUTHORITY
-81.91304827,26.50728,15833908,HEALTHPARK MEDICAL CENTER,9981 HEALTHPARK CIR,FORT MYERS,FL,(239) 343-5000,GENERAL ACUTE CARE,LEE,USA,26.50728,-81.91304827,GOVERNMENT - DISTRICT/AUTHORITY
-81.8740243,26.62839191,22233901,LEE MEMORIAL HOSPITAL,2776 CLEVELAND AVE,FORT MYERS,FL,(239) 332-1111,GENERAL ACUTE CARE,LEE,USA,26.62839191,-81.8740243,GOVERNMENT - DISTRICT/AUTHORITY
-81.05482788,29.20238495,15132114,HALIFAX HEALTH MEDICAL CENTER,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,FL,(386) 254-4000,GENERAL ACUTE CARE,VOLUSIA,USA,29.20238495,-81.05482789,GOVERNMENT - DISTRICT/AUTHORITY
-81.00857384,29.12621151,15332127,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,1041 DUNLAWTON AVE,PORT ORANGE,FL,(386) 254-4000,GENERAL ACUTE CARE,VOLUSIA,USA,29.12621151,-81.00857384,GOVERNMENT - DISTRICT/AUTHORITY
-80.82420147,28.63074177,30932796,PARRISH MEDICAL CENTER,951 N WASHINGTON AVE,TITUSVILLE,FL,(321) 268-6110,GENERAL ACUTE CARE,BREVARD,USA,28.63074177,-80.82420147,GOVERNMENT - DISTRICT/AUTHORITY
-80.25565622,26.26875278,4233065,BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DR,CORAL SPRINGS,FL,(954) 344-3000,GENERAL ACUTE CARE,BROWARD,USA,26.26875278,-80.25565622,GOVERNMENT - DISTRICT/AUTHORITY
-80.12096378,26.27700374,4833064,BROWARD HEALTH NORTH,201 E SAMPLE RD,POMPANO BEACH,FL,(954) 941-8300,GENERAL ACUTE CARE,BROWARD,USA,26.27700374,-80.12096378,GOVERNMENT - DISTRICT/AUTHORITY
-80.31080036,26.01301541,25733028,MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,PEMBROKE PINES,FL,(954) 436-5000,GENERAL ACUTE CARE,BROWARD,USA,26.01301541,-80.31080036,GOVERNMENT - DISTRICT/AUTHORITY
-80.18002199,26.01894181,25933021,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,(954) 987-2000,GENERAL ACUTE CARE,BROWARD,USA,26.01894181,-80.18002199,GOVERNMENT - DISTRICT/AUTHORITY
-80.24980235,26.00143435,36733025,SOUTH FLORIDA STATE HOSPITAL,800 E CYPRESS DR,PEMBROKE PINES,FL,(954) 392-3000,PSYCHIATRIC,BROWARD,USA,26.00143435,-80.24980235,GOVERNMENT - STATE
-80.21672492,25.79122252,26733125,MIAMI VA HEALTHCARE SYSTEM,1201 NW 16TH STREET,MIAMI,FL,(888) 276-1785,MILITARY,MIAMI-DADE,USA,25.79122252,-80.21672492,GOVERNMENT - FEDERAL
-85.82398278,33.27756394,3236251,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9,ASHLAND,AL,(256) 354-2131,GENERAL ACUTE CARE,CLAY,USA,33.27756394,-85.82398278,GOVERNMENT - LOCAL
-88.08863575,33.27447567,9635447,PICKENS COUNTY MEDICAL CENTER,241 ROBERT K. WILSON DRIVE,CARROLLTON,AL,(205) 367-2426,GENERAL ACUTE CARE,PICKENS,USA,33.27447567,-88.08863575,GOVERNMENT - DISTRICT/AUTHORITY
-122.6839782,45.49718109,6397239,PORTLAND VA MEDICAL CENTER,3710 SW U.S. VETERANS HOSPITAL RD,PORTLAND,OR,(503) 220-8262,MILITARY,MULTNOMAH,USA,45.49718109,-122.6839782,GOVERNMENT - FEDERAL
