Region,Snake,Category,latitude,longitude
New Hampshire,Ribbon snake,Non Venomous,42.9494,-72.2997
New Hampshire,Brown snake,Non Venomous,43.443,-71.5937
New Hampshire,Northern red-bellied snake,Non Venomous,43.2232,-71.7129
New Hampshire,Ringneck snake,Non Venomous,43.1469,-72.4459
New Hampshire,Smooth green snake,Non Venomous,43.4499,-71.6691
New Hampshire,Milk snake,Non Venomous,44.4869,-71.2599
New Hampshire,Eastern hognose snake-State Endangered,Non Venomous,42.8707,-72.3225
New Hampshire,Northern black racer - State Threatened,Non Venomous,44.0524,-71.1247
New Hampshire,Timber rattlesnake - State Endangered,Venomous,42.885,-70.8234
New Hampshire,Northern water snake,Non Venomous,43.7233,-71.3623
New Jersey,Eastern worm snake,Non Venomous,40.8247,-74.0613
New Jersey,Northern Scarlet Snake,Non Venomous,40.6774,-75.1558
New Jersey,Northern Black Racer,Non Venomous,40.5361,-74.5745
New Jersey,Southern Ringneck Snake,Non Venomous,40.2236,-74.7641
New Jersey,Northern ringneck snake,Non Venomous,38.9765,-74.9516
New Jersey,Kornnatter.jpg Elaphe guttata guttata corn snake,Non Venomous,41.0529,-74.0499
New Jersey,Black rat snake,Non Venomous,40.4489,-74.2495
New Jersey,Eastern hognose snake,Non Venomous,40.6159,-74.772
New Jersey,Eastern kingsnake,Non Venomous,40.8222,-74.8502
New Jersey,milk snake,Non Venomous,40.3311,-74.5937
New Jersey,Eastern milk snake,Non Venomous,39.8969,-75.089
New Jersey,Northern water snake,Non Venomous,40.6048,-74.615
New Jersey,Rough green snake,Non Venomous,40.2324,-74.2943
New Jersey,Smooth green snake,Non Venomous,40.5669,-74.2475
New Jersey,Queen snake,Non Venomous,40.9615,-73.9199
New Jersey,Northern pine snake,Non Venomous,40.0384,-74.1678
New Jersey,Northern brown snake,Non Venomous,40.192,-74.7022
New Jersey,Northern red-bellied snake,Non Venomous,40.9236,-73.9982
New Jersey,Eastern ribbon snake,Non Venomous,40.3949,-74.3919
New Jersey,Eastern smooth earth snake,Non Venomous,40.8784,-74.0814
New Jersey,Northern copperhead,Venomous,40.9628,-74.1844
New Jersey,Timber rattlesnake,Venomous,39.9199,-75.0093
New Mexico,New Mexico Blind Snake,Non Venomous,34.7687,-106.6447
New Mexico,Trans-Pecos Blind Snake,Non Venomous,36.7041,-105.4064
New Mexico,Kansas Glossy Snake,Non Venomous,35.9451,-104.1963
New Mexico,Painted Desert Glossy Snake,Non Venomous,33.8609,-103.1071
New Mexico,Northern Trans-Pecos Rat Snake,Non Venomous,35.2366,-106.6191
New Mexico,Sonoran Whipsnake,Non Venomous,35.3037,-105.3913
New Mexico,Eastern Yellow-bellied Racer,Non Venomous,32.3748,-108.7161
New Mexico,Western Yellow-bellied Racer,Non Venomous,35.8464,-105.9948
New Mexico,Lined Coachwhip,Non Venomous,35.0609,-106.4587
New Mexico,Red Racer,Non Venomous,36.1769,-106.4245
New Mexico,Western Coachwhip,Non Venomous,35.3623,-104.2042
New Mexico,Desert Striped Whipsnake,Non Venomous,34.6459,-106.7164
New Mexico,Prairie Ringneck Snake,Non Venomous,35.0659,-107.5676
New Mexico,Regal Ringneck Snake,Non Venomous,35.1308,-107.4368
New Mexico,Chihuahuan Hook-nosed Snake,Non Venomous,32.3161,-107.7602
New Mexico,Mexican Hog-nosed Snake,Non Venomous,36.2834,-108.7082
New Mexico,Plains Hog-nosed Snake,Non Venomous,36.1151,-106.0371
New Mexico,Eastern Hog-nosed Snake,Non Venomous,35.3273,-105.4354
New Mexico,Texas Nightsnake,Non Venomous,36.59,-105.4369
New Mexico,Gray-Banded Kingsnake,Non Venomous,35.989,-105.9987
New Mexico,California Kingsnake,Non Venomous,34.2183,-106.9151
New Mexico,Desert Kingsnake,Non Venomous,36.6942,-108.3704
New Mexico,Arizona Mountain Kingsnake,Non Venomous,32.167,-106.6885
New Mexico,New Mexico Milksnake,Non Venomous,36.7398,-107.9733
New Mexico,Blotched Water Snake,Non Venomous,35.0534,-107.561
New Mexico,Western Smooth Green Snake,Non Venomous,34.1095,-107.2319
New Mexico,Great Plains Rat Snake,Non Venomous,32.7773,-108.154
New Mexico,Sonoran Gopher Snake,Non Venomous,35.8926,-106.2862
New Mexico,Great Basin Gopher Snake,Non Venomous,33.6757,-108.7768
New Mexico,Bullsnake,Non Venomous,36.1922,-105.72
New Mexico,Western Long-nosed Snake,Non Venomous,35.7009,-107.0431
New Mexico,Big Bend Patch-nose Snake,Non Venomous,35.0708,-108.8484
New Mexico,Northern Green Rat Snake,Non Venomous,35.1982,-106.7024
New Mexico,Variable Ground Snake,Non Venomous,36.5215,-105.586
New Mexico,Smiths Black-Headed Snake,Non Venomous,35.3127,-106.5537
New Mexico,Plains Black-Headed Snake,Non Venomous,35.688,-108.1494
New Mexico,Yaqui Black-Headed Snake,Non Venomous,34.6109,-106.7817
New Mexico,Western Blackneck Garter Snake,Non Venomous,33.5392,-105.5983
New Mexico,Wandering Garter Snake,Non Venomous,35.79,-104.9821
New Mexico,Brown (Mexican) Garter Snake,Non Venomous,32.1767,-104.3739
New Mexico,Checkered Gartersnake,Non Venomous,36.0128,-105.8566
New Mexico,Arid Land Ribbon Snake,Non Venomous,36.4329,-108.873
New Mexico,Plains Garter Snake,Non Venomous,36.8849,-104.4396
New Mexico,Narrow-Headed Garter Snake,Non Venomous,36.9934,-107.493
New Mexico,New Mexico Garter Snake,Non Venomous,32.8665,-108.2221
New Mexico,Sonoran Lyre Snake,Non Venomous,35.8144,-105.9198
New Mexico,Chihuahuan Lyre Snake,Non Venomous,35.8648,-106.0096
New Mexico,Lined Snake,Non Venomous,32.4465,-103.2009
New Mexico,Rock Rattlesnake,Venomous,35.1053,-106.6464
New Mexico,The Western Diamondback Rattlesnake,Venomous,35.9802,-106.0354
New Mexico,The Western (Prairie) Rattlesnake,Venomous,36.1648,-105.9857
New Mexico,The Mojave Rattlesnake,Venomous,33.9322,-103.3369
New Mexico,The Black-tailed Rattlesnake,Venomous,35.6615,-106.0149
New Mexico,The Massasauga,Venomous,35.2872,-106.6981
New Mexico,The Ridge-nose Rattlesnake,Venomous,33.2553,-103.3112
New Mexico,Sonoran Coral Snake,Venomous,35.9526,-106.0262
New Mexico,Arizona Black Rattlesnake,Venomous,32.1535,-106.7269
New Mexico,Banded Rock Rattlesnake,Venomous,36.7309,-106.5367
New Mexico,Mottled Rock Rattlesnake,Venomous,36.7555,-108.1823
New Mexico,New Mexico Ridge-Nosed Rattlesnake,Venomous,33.1864,-107.2589
New York,Common Garter snake,Non Venomous,40.799,-73.6491
New York,Eastern Milk snake,Non Venomous,43.0479,-75.2811
New York,Northern Brown snake,Non Venomous,42.0127,-76.7298
New York,Smoot Green snake,Non Venomous,42.1773,-74.0229
New York,Northern Red Belly snake,Non Venomous,41.5037,-74.0205
New York,Eastern Ribbon snake,Non Venomous,42.7511,-76.6994
New York,Northern Ringneck snake,Non Venomous,42.5838,-77.7915
New York,Black Rat snake,Non Venomous,40.6218,-73.7507
New York,Queen Snake,Non Venomous,44.6951,-73.4563
New York,Eastern Hognose Snake,Non Venomous,43.1451,-78.8777
New York,Eastern Worm snake,Non Venomous,42.3193,-77.7386
New York,Shorthead Garter snake,Non Venomous,44.2326,-74.4621
New York,Northern Water Snake,Non Venomous,40.933,-72.4047
New York,Eastern Massasuga,Venomous,42.335,-76.7881
New York,Timber Rattlesnak,Venomous,42.0747,-79.485
New York,Northern Copperhead,Venomous,41.7962,-74.7429
North Carolina,Worm Snake,Non Venomous,35.4193,-80.9999
North Carolina,Coachwhip,Non Venomous,35.8366,-78.8348
North Carolina,Southeastern Crowned Snake,Non Venomous,34.7498,-77.3209
North Carolina,Scarlet Snake,Non Venomous,34.283,-78.029
North Carolina,Redbelly Water Snake,Non Venomous,35.5955,-77.5913
North Carolina,Eastern Ribbon Snake,Non Venomous,35.4764,-80.6403
North Carolina,Racer,Non Venomous,36.4379,-76.3308
North Carolina,Banded Water Snake,Non Venomous,34.123,-77.8834
North Carolina,Eastern Garter Snake,Non Venomous,34.8263,-78.0259
North Carolina,Ringneck Snake,Non Venomous,35.9591,-78.2519
North Carolina,Northern Water Snake,Non Venomous,34.7996,-76.4641
North Carolina,Rough Earth Snake,Non Venomous,34.786,-77.3642
North Carolina,Corn Snake,Non Venomous,35.6142,-82.3275
North Carolina,Brown Water Snake,Non Venomous,35.7917,-78.4966
North Carolina,Smooth Earth Snake,Non Venomous,35.5344,-81.034
North Carolina,Rat Snake,Non Venomous,34.9003,-77.5427
North Carolina,Rough Green Snake,Non Venomous,34.4751,-79.037
North Carolina,Mud Snake,Non Venomous,35.3932,-80.6363
North Carolina,Pine Snake,Non Venomous,36.4475,-78.5689
North Carolina,Rainbow Snake,Non Venomous,34.4947,-79.1135
North Carolina,Glossy Crawfish Snake,Non Venomous,35.423,-77.5895
North Carolina,Eastern Hognose Snake,Non Venomous,35.8934,-75.7733
North Carolina,Queen Snake,Non Venomous,33.9011,-78.4393
North Carolina,Southern Hognose Snake,Non Venomous,35.2652,-81.0805
North Carolina,Pine Woods Snake,Non Venomous,34.6825,-78.9889
North Carolina,Mole Kingsnake,Non Venomous,36.1247,-79.4649
North Carolina,Carolina Swamp Snake,Non Venomous,35.7181,-81.4211
North Carolina,Eastern Kingsnake,Non Venomous,36.3944,-81.4898
North Carolina,Brown Snake,Non Venomous,35.1718,-83.1273
North Carolina,Redbelly Snake,Non Venomous,34.7691,-79.445
North Carolina,Northern Copperhead,Venomous,35.9436,-81.458
North Carolina,Southern Copperhead,Venomous,35.9896,-77.58
North Carolina,Canebrake Rattlesnake,Venomous,34.8891,-79.3652
North Carolina,Eastern Diamondback Rattlesnake,Venomous,36.0806,-79.1718
North Carolina,Pigmy Rattlesnake,Venomous,35.5288,-77.3994
North Carolina,Cottonmouth or Water Moccasin,Venomous,36.2469,-81.1142
North Carolina,Eastern Coral Snake,Venomous,35.4669,-78.1612
North Dakota,Bullsnake,Non Venomous,46.2658,-96.9988
North Dakota,Common Garter Snake,Non Venomous,47.9221,-97.0887
North Dakota,Plains Garter Snake,Non Venomous,46.9443,-100.9526
North Dakota,Racer,Non Venomous,47.6369,-97.4584
North Dakota,Redbelly Snake,Non Venomous,48.688,-97.6661
North Dakota,Smooth Green Snake,Non Venomous,46.0738,-97.1451
North Dakota,Western Hognose Snake,Non Venomous,47.5216,-100.8906
North Dakota,Prairie Rattlesnake,Venomous,46.3291,-99.0955
Ohio,Worm Snake,Non Venomous,41.4094,-81.5625
Ohio,Kirtlands Snake,Non Venomous,39.4016,-81.9549
Ohio,Nothern Black Racer,Non Venomous,39.7888,-81.5565
Ohio,Blue Racer,Non Venomous,41.3695,-81.8151
Ohio,Northern Ringneck Snake,Non Venomous,40.2701,-80.6318
Ohio,Eastern Hognose Snake,Non Venomous,39.1063,-84.3703
Ohio,Black Kingsnake,Non Venomous,40.2618,-81.848
Ohio,Eastern Milk Snake,Non Venomous,39.2123,-84.3001
Ohio,Copperbelly Water Snake,Non Venomous,41.3118,-81.345
Ohio,Northern Water Snake,Non Venomous,39.9295,-83.6139
Ohio,Lake Erie Water Snake,Non Venomous,40.0105,-80.8814
Ohio,Rough Green Snake,Non Venomous,40.4598,-83.0848
Ohio,Smooth Green Snake,Non Venomous,41.4387,-84.2554
Ohio,Eastern Fox Snake,Non Venomous,39.2151,-84.4555
Ohio,Black Rat Snake,Non Venomous,39.1432,-84.3971
Ohio,Queen Snake,Non Venomous,40.1504,-84.2438
Ohio,Brown Snake,Non Venomous,41.1386,-81.4344
Ohio,Northern Red-bellied Snake,Non Venomous,39.2171,-84.7095
Ohio,Butlers Garter Snake,Non Venomous,41.415,-81.919
Ohio,Shorthead Garter Snake,Non Venomous,40.0251,-82.8637
Ohio,Eastern Garter Snake,Non Venomous,40.379,-80.7095
Ohio,Eastern Plains Garter Snake,Non Venomous,40.516,-83.8875
Ohio,Ribbon Snake,Non Venomous,40.127,-83.9644
Ohio,Eastern Smooth Earth Snake,Non Venomous,39.95,-82.5985
Ohio,Northern Copperhead,Venomous,39.2338,-84.5474
Ohio,Eastern Massasauga Rattlesnake,Venomous,41.0349,-82.0123
Ohio,Eastern Timber Rattlesnake,Venomous,39.9682,-82.8833
Oklahoma,Glossy snake,Non Venomous,34.2909,-97.1255
Oklahoma,Worm snake,Non Venomous,36.4379,-99.2045
Oklahoma,Scarlet snake,Non Venomous,36.5791,-98.4578
Oklahoma,Racer,Non Venomous,36.9146,-95.8047
Oklahoma,Ring-neck snake,Non Venomous,35.9797,-96.7603
Oklahoma,Great plains rat snake,Non Venomous,36.8517,-100.0552
Oklahoma,Black rat snake,Non Venomous,33.8769,-96.16
Oklahoma,Mud snake,Non Venomous,35.5284,-97.6182
Oklahoma,Western hognose snake,Non Venomous,35.2569,-94.9225
Oklahoma,Eastern hognose snake,Non Venomous,34.3413,-98.8706
Oklahoma,Texas night snake,Non Venomous,34.9362,-98.1363
Oklahoma,Prairie kingsnake,Non Venomous,36.265,-99.8774
Oklahoma,Speckled and desert kingsnakes,Non Venomous,36.6788,-97.3281
Oklahoma,Milk snake,Non Venomous,36.9008,-95.9254
Oklahoma,Blind snake,Non Venomous,34.8392,-97.6105
Oklahoma,Coachwhip snake,Non Venomous,35.8061,-95.0438
Oklahoma,Yellow-bellied and blotched water snake,Non Venomous,36.5466,-98.2714
Oklahoma,Broad-banded water snake,Non Venomous,35.3525,-96.9647
Oklahoma,Diamond-back water snake,Non Venomous,35.9674,-94.6549
Oklahoma,Northern and midland water snake,Non Venomous,35.7769,-96.0279
Oklahoma,Keeled green snake,Non Venomous,36.3013,-94.9979
Oklahoma,Bullsnake,Non Venomous,36.0365,-95.7809
Oklahoma,Grahams water snake,Non Venomous,35.7975,-94.8656
Oklahoma,Glossy water snake,Non Venomous,36.6832,-98.4237
Oklahoma,Long-nosed snake,Non Venomous,34.1876,-96.997
Oklahoma,Great plains Ground Snake,Non Venomous,34.9227,-97.7763
Oklahoma,Brown snake,Non Venomous,35.156,-99.0594
Oklahoma,Texas brown snake,Non Venomous,35.4483,-97.4408
Oklahoma,Red bellied snake,Non Venomous,34.0008,-96.511
Oklahoma,Flat-headed snake,Non Venomous,36.6798,-97.0346
Oklahoma,Black-headed snake,Non Venomous,35.4508,-97.457
Oklahoma,Black-necked garter snake,Non Venomous,36.6364,-95.1769
Oklahoma,Wandering garter snake,Non Venomous,36.4556,-95.1292
Oklahoma,Checkered garter snake,Non Venomous,34.8662,-98.8759
Oklahoma,Western ribbon snake,Non Venomous,36.861,-101.2161
Oklahoma,Plains garter snake,Non Venomous,35.5468,-97.5444
Oklahoma,Red-sided and Texas garter snakes,Non Venomous,35.6699,-99.6003
Oklahoma,Lined snake,Non Venomous,36.7235,-97.0679
Oklahoma,Rough earth snake,Non Venomous,36.9379,-96.6488
Oklahoma,Smooth earth snake,Non Venomous,35.6821,-94.7177
Oklahoma,Osage Copperhead,Venomous,35.6341,-95.2013
Oklahoma,Broad-banded Copperhead,Venomous,34.4826,-96.4367
Oklahoma,Southern Copperhead,Venomous,35.978,-97.0299
Oklahoma,Western Cottonmouth,Venomous,35.9324,-97.263
Oklahoma,Western diamond- back rattlesnake,Venomous,36.4061,-97.8701
Oklahoma,Timber rattlesnake,Venomous,35.895,-96.8702
Oklahoma,Prairie rattlesnake,Venomous,34.2407,-96.7566
Oklahoma,Western massasauga,Venomous,34.4977,-96.9899
Oklahoma,Western pigmy rattlesnake,Venomous,35.1278,-94.6687
Oklahoma,Desert Massasauga,Venomous,36.394,-94.716
Oregon,Rubber Boa,Non Venomous,45.9348,-118.3913
Oregon,Racer,Non Venomous,44.8551,-123.1948
Oregon,Sharptail Snake,Non Venomous,43.7329,-124.1068
Oregon,Ringneck Snake,Non Venomous,42.4419,-121.2716
Oregon,Night Snake,Non Venomous,44.3578,-121.6589
Oregon,Common Kingsnake,Non Venomous,45.4866,-117.4294
Oregon,California Mountain Kingsnake,Non Venomous,44.698,-123.4265
Oregon,Striped Whipsnake,Non Venomous,45.03,-117.9205
Oregon,Pacific Gopher Snake,Non Venomous,44.1881,-121.1817
Oregon,Western Ground Snake,Non Venomous,45.2006,-123.8842
Oregon,Santa Cruz Garter Snake,Non Venomous,44.9123,-117.9396
Oregon,Western Terrestrial Garter Snake,Non Venomous,45.5613,-122.837
Oregon,Northwestern Garter Snake,Non Venomous,42.886,-124.0735
Oregon,Common Garter Snake,Non Venomous,42.9704,-123.1658
Oregon,Pit Vipers and Vipers,Non Venomous,45.4642,-122.7589
Oregon,Great Basin Rattlesnake,Venomous,44.8091,-124.0599
Oregon,Northern Pacific Rattlesnake,Venomous,45.4258,-117.2789
Pennsylvania,Eastern Worm Snake,Non Venomous,39.9343,-75.5306
Pennsylvania,Kirtlands Snake,Non Venomous,40.1873,-75.4581
Pennsylvania,Northern Black Racer,Non Venomous,40.8998,-75.3179
Pennsylvania,Northern Ringneck Snake,Non Venomous,40.5165,-75.5545
Pennsylvania,Eastern Ratsnake,Non Venomous,40.8266,-77.8226
Pennsylvania,Eastern Hognose Snake,Non Venomous,40.417,-80.0544
Pennsylvania,Eastern Milksnake,Non Venomous,40.8249,-77.885
Pennsylvania,Northern Water Snake,Non Venomous,39.8248,-75.7819
Pennsylvania,Rough Green Snake,Non Venomous,40.4252,-79.8545
Pennsylvania,Queen Snake,Non Venomous,40.8745,-78.7274
Pennsylvania,Northern Brown Snake,Non Venomous,41.6119,-76.0458
Pennsylvania,Northern Redbelly Snake,Non Venomous,40.0188,-79.891
Pennsylvania,Shorthead Garter Snake,Non Venomous,41.4846,-75.666
Pennsylvania,Eastern Ribbon Snake,Non Venomous,40.2311,-77.0727
Pennsylvania,Eastern Garter Snake,Non Venomous,40.6302,-76.3912
Pennsylvania,Eastern Smooth Earth Snake,Non Venomous,41.1615,-79.0827
Pennsylvania,Mountain Earth Snake,Non Venomous,40.5549,-77.6168
Pennsylvania,Smooth Green Snake,Non Venomous,40.1559,-75.8304
Pennsylvania,Copperhead,Venomous,40.3711,-75.6306
Pennsylvania,Timber Rattlesnake,Venomous,40.2141,-76.1605
Pennsylvania,Eastern Massasauga,Venomous,41.0026,-76.4561
Rhode Island,Northern Black Racer,Non Venomous,41.5151,-71.72
Rhode Island,Eastern Smooth Green Snake,Non Venomous,41.3157,-71.8486
Rhode Island,Eastern Ribbon Snake,Non Venomous,41.4625,-71.6585
Rhode Island,Eastern Milk Snake,Non Venomous,41.89,-71.3934
Rhode Island,Eastern Garter Snake,Non Venomous,41.3447,-71.7059
Rhode Island,Northern Brown Snake,Non Venomous,41.7734,-71.6854
Rhode Island,Eastern Hognose Snake,Non Venomous,41.4803,-71.3205
Rhode Island,Northern Water Snake,Non Venomous,41.5587,-71.2953
Rhode Island,Black Rat Snake,Non Venomous,41.5143,-71.6903
Rhode Island,Northern Ringneck Snake,Non Venomous,41.4461,-71.5004
Rhode Island,Eastern Worm Snake,Non Venomous,41.8065,-71.3565
Rhode Island,Northern Redbelly Snake,Non Venomous,41.3237,-71.822
Rhode Island,Northern Copperhead,Venomous,41.6988,-71.7339
Rhode Island,Timber Rattlesnake,Venomous,41.88,-71.5549
South Carolina,Eastern Worm Snake,Non Venomous,33.7401,-81.8404
South Carolina,Scarlet snake,Non Venomous,33.8497,-81.6097
South Carolina,Black racer,Non Venomous,34.8821,-82.3336
South Carolina,Northern ringneck snake,Non Venomous,33.5274,-81.8145
South Carolina,Southern ringneck snake,Non Venomous,33.5301,-80.5712
South Carolina,Corn snake,Non Venomous,32.9593,-81.2363
South Carolina,Black rat snake,Non Venomous,34.6266,-82.3881
South Carolina,Yellow rate snake,Non Venomous,34.4143,-80.3487
South Carolina,Eastern mud snake,Non Venomous,34.6439,-81.8584
South Carolina,Rainbow Snake,Non Venomous,34.3766,-82.3467
South Carolina,Eastern hognose snake,Non Venomous,32.7768,-80.2272
South Carolina,Southern hognose snake,Non Venomous,34.2681,-81.4196
South Carolina,Mole king snake,Non Venomous,33.8149,-79.4444
South Carolina,Eastern king snake,Non Venomous,34.6438,-79.5867
South Carolina,Scarlet King snake,Non Venomous,34.866,-82.105
South Carolina,Eastern milk snake,Non Venomous,34.5753,-80.9048
South Carolina,Eastern coachwhip,Non Venomous,33.5187,-81.8634
South Carolina,Redbelly water snake,Non Venomous,33.8573,-81.7313
South Carolina,Banded water snake,Non Venomous,34.9609,-81.9929
South Carolina,Florida green water snake,Non Venomous,32.9922,-80.0052
South Carolina,Banded water snake,Non Venomous,34.2823,-79.4723
South Carolina,Midland water snake,Non Venomous,33.4366,-80.42
South Carolina,Northern water snake,Non Venomous,33.0093,-80.1078
South Carolina,Brown water snake,Non Venomous,34.9315,-82.2316
South Carolina,Rough green snake,Non Venomous,34.7922,-81.4614
South Carolina,Pine snake,Non Venomous,34.0324,-80.9717
South Carolina,RGlossy crayfish snake,Non Venomous,34.7291,-82.2572
South Carolina,Queen snake,Non Venomous,33.2419,-81.3659
South Carolina,Pine woods snake,Non Venomous,32.6812,-81.1877
South Carolina,Carolina swamp snake,Non Venomous,34.819,-82.5828
South Carolina,Brown snake,Non Venomous,33.9458,-81.0433
South Carolina,Florida redbelly snake,Non Venomous,32.6024,-80.1935
South Carolina,Redbelly Snake,Non Venomous,34.6304,-79.6874
South Carolina,Northern redbelly snake,Non Venomous,34.952,-81.3436
South Carolina,Southeastern crowned snake,Non Venomous,33.6092,-78.9772
South Carolina,Peninsula ribbon snake,Non Venomous,34.6433,-82.4588
South Carolina,Eastern ribbon snake,Non Venomous,33.6013,-80.3527
South Carolina,Eastern garter snake,Non Venomous,32.7718,-80.477
South Carolina,Rough earth snake,Non Venomous,32.9824,-79.646
South Carolina,Eastern smooth earth snake,Non Venomous,32.7524,-80.2105
South Carolina,Northern Copperhead,Venomous,34.7324,-82.4408
South Carolina,Southern Copperhead,Venomous,34.4912,-82.2957
South Carolina,Eastern diamondback,Venomous,33.9721,-79.749
South Carolina,Timber rattlesnake,Venomous,33.0362,-81.2223
South Carolina,Eastern coral snake,Venomous,33.0079,-80.156
South Carolina,Dusky pigmy rattlesnake,Venomous,34.7003,-80.8991
South Carolina,Carolina pigmy rattlesnake,Venomous,33.0986,-81.208
South Carolina,Eastern Cottonmouth Snake,Venomous,35.1351,-82.0003
South Carolina,Eastern Coral snake,Venomous,32.6692,-79.95
South Dakota,Black Hills Redbelly Snake,Non Venomous,43.3061,-100.5948
South Dakota,Brown Snake,Non Venomous,43.4236,-97.2605
South Dakota,Bullsnake,Non Venomous,45.4965,-97.4932
South Dakota,Common Garter Snake,Non Venomous,45.2746,-100.9012
South Dakota,Eastern Hognose Snake,Non Venomous,44.0009,-97.3598
South Dakota,Eastern Yellow-Bellied Racer,Non Venomous,45.6832,-100.7967
South Dakota,Fox Snake,Non Venomous,45.8557,-96.9173
South Dakota,Lined Snake,Non Venomous,43.9071,-100.0583
South Dakota,Milk Snake,Non Venomous,45.3349,-97.205
South Dakota,Plains Garter Snake,Non Venomous,44.9987,-96.9742
South Dakota,Plains Hognose Snake,Non Venomous,43.1559,-98.5362
South Dakota,Redbelly Snake,Non Venomous,43.4313,-103.4836
South Dakota,RingneckSnake,Non Venomous,44.2834,-96.6854
South Dakota,Smooth Green Snake,Non Venomous,44.5899,-97.4673
South Dakota,Wandering Garter,Non Venomous,45.4279,-101.0747
South Dakota,Water Snake,Non Venomous,43.5272,-98.5894
South Dakota,Prairie Rattlesnake,Venomous,44.411,-103.4976
Tennessee,Coachwhip,Non Venomous,35.1878,-85.1958
Tennessee,Common Gartersnake,Non Venomous,35.6536,-88.8353
Tennessee,Common Kingsnake,Non Venomous,36.5204,-82.7151
Tennessee,Dekays Brownsnake,Non Venomous,35.0579,-86.2689
Tennessee,Diamond-backed Watersnake,Non Venomous,35.2007,-85.3685
Tennessee,Eastern Hog-nosed Snake,Non Venomous,36.3862,-89.4674
Tennessee,Eastern Ribbonsnake,Non Venomous,35.8073,-83.9752
Tennessee,Eastern Wormsnake,Non Venomous,36.3875,-85.3265
Tennessee,Gray Ratsnake,Non Venomous,35.0794,-87.4402
Tennessee,Kirtlands Snake,Non Venomous,35.3274,-89.6066
Tennessee,Milksnake,Non Venomous,36.3781,-88.4789
Tennessee,Mississippi Green Watersnake,Non Venomous,35.8761,-83.7742
Tennessee,North American Racer,Non Venomous,35.0611,-89.3893
Tennessee,Northern Red-bellied Snake,Non Venomous,35.8813,-84.5716
Tennessee,Northern Watersnake,Non Venomous,36.5679,-82.2656
Tennessee,Pinesnake,Non Venomous,36.5938,-86.7015
Tennessee,Plain-bellied Watersnake,Non Venomous,36.2174,-88.6107
Tennessee,Queensnake,Non Venomous,35.5188,-88.2526
Tennessee,Red-bellied Mud Snake,Non Venomous,36.0219,-84.4414
Tennessee,"Red Cornsnake (Red ratsnake, Cornsnake)",Non Venomous,35.7998,-83.8686
Tennessee,Ring-necked Snake,Non Venomous,36.1222,-82.4202
Tennessee,Rough Earthsnake,Non Venomous,36.2607,-89.4808
Tennessee,Rough Greensnake,Non Venomous,36.4381,-83.6053
Tennessee,Scarlet Kingsnake,Non Venomous,36.342,-89.1583
Tennessee,Scarletsnake,Non Venomous,35.1585,-89.3754
Tennessee,Smooth Earthsnake,Non Venomous,36.3149,-85.5321
Tennessee,Southeastern Crowned Snake,Non Venomous,35.8493,-86.4117
Tennessee,Southern Watersnake,Non Venomous,35.8247,-86.0724
Tennessee,Western Ribbonsnake,Non Venomous,35.9815,-87.1293
Tennessee,Yellow-bellied Kingsnake,Non Venomous,35.534,-86.0832
Tennessee,Copperhead,Venomous,36.5301,-85.8481
Tennessee,Timber Rattlesnake,Venomous,36.4765,-89.1103
Tennessee,Western Cottonmouth,Venomous,36.011,-88.6206
Tennessee,Western Pigmy Rattlesnake,Venomous,35.3685,-89.5718
Texas,Glossy Snake,Non Venomous,33.4275,-96.3407
Texas,Trans-Pecos Ratsnake,Non Venomous,26.2585,-98.5787
Texas,Western Wormsnake,Non Venomous,32.9324,-96.2471
Texas,Scarletsnake,Non Venomous,29.0455,-95.5673
Texas,Eastern Racer,Non Venomous,32.5509,-98.4979
Texas,Regal Black-striped Snake,Non Venomous,33.5703,-97.0129
Texas,Ring-necked Snake,Non Venomous,31.811,-106.1643
Texas,Central American Indigo Snake,Non Venomous,26.0566,-97.4235
Texas,Speckled Racer,Non Venomous,35.7026,-101.5317
Texas,Red-bellied Mudsnake,Non Venomous,32.4885,-97.8357
Texas,Tamaulipan Hook-nosed Snake,Non Venomous,33.6689,-95.5462
Texas,Chihuahuan Hook-nosed Snake,Non Venomous,31.1965,-98.7244
Texas,Mexican Hog-nosed Snake,Non Venomous,26.9027,-99.2612
Texas,Plains Hog-nosed Snake,Non Venomous,30.877,-96.5956
Texas,Eastern Hog-nosed Snake,Non Venomous,32.7508,-97.6999
Texas,Chihuahuan Nightsnake,Non Venomous,29.0516,-95.4521
Texas,Gray-banded Kingsnake,Non Venomous,26.3859,-98.899
Texas,Prairie Kingsnake,Non Venomous,32.1315,-101.7928
Texas,Common Kingsnake,Non Venomous,28.5277,-97.7831
Texas,Milksnake,Non Venomous,31.8249,-98.7895
Texas,Cat-eyed Snake,Non Venomous,26.4221,-98.7529
Texas,Coachwhip,Non Venomous,26.4753,-98.9333
Texas,Schotts Whipsnake,Non Venomous,28.9978,-95.3282
Texas,Striped Whipsnake,Non Venomous,30.364,-103.6651
Texas,Saltmarsh Snake,Non Venomous,30.1811,-95.155
Texas,Mississippi Green Watersnake,Non Venomous,27.2236,-97.7951
Texas,Plain-bellied Watersnake,Non Venomous,26.3337,-98.7017
Texas,Southern Watersnake,Non Venomous,32.3075,-96.0138
Texas,Brazos River Watersnake,Non Venomous,31.2345,-94.7665
Texas,Concho Watersnake,Non Venomous,34.2791,-101.8968
Texas,Diamond-backed Watersnake,Non Venomous,32.4311,-97.1021
